movie_title,domestic_total_gross,worldwide_total_gross,opening_weekend_rev,budget,runtime_minutes,IMDb_rating,time_between_sequel,sequel_worldwide_total_gross,Adventure,Animation,Biography,Comedy,Crime,Drama,Fantasy,Horror,Sci-Fi,Thriller,G,NC-17,PG,PG-13,R
Spider-Man,407022860.0,825025036.0,114844116.0,139000000.0,121.0,7.3,2.1602086285139324,788976453.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spider-Man 2,373585825.0,788976453.0,88156227.0,200000000.0,127.0,7.3,2.841947473254071,894983373.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Matrix,171479930.0,465718867.0,27788331.0,63000000.0,136.0,8.7,4.123287952524692,741847937.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Matrix Reloaded,281576461.0,741847937.0,91774413.0,150000000.0,138.0,7.2,0.4763958192160003,427344277.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Lord of the Rings: The Fellowship of the Ring,315544750.0,887934994.0,47211490.0,93000000.0,178.0,8.8,0.9965981505438167,943282270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Lord of the Rings: The Two Towers,342551365.0,943282270.0,62007528.0,94000000.0,179.0,8.7,0.9965981505438167,1142270989.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Back to the Future,211406762.0,388776253.0,11152500.0,19000000.0,116.0,8.5,4.388864932202578,335973020.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Back to the Future Part II,119000002.0,335973020.0,27835125.0,40000000.0,108.0,7.8,0.5037748892858854,246145853.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lethal Weapon,65207127.0,120207127.0,6829949.0,15000000.0,109.0,7.6,2.3381725839681855,227853986.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lethal Weapon 2,147253986.0,227853986.0,20388800.0,28000000.0,114.0,7.2,2.8556370082890137,321731527.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lethal Weapon 3,144731527.0,321731527.0,33243086.0,35000000.0,118.0,6.7,6.1520770447031765,285444603.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Die Hard,83519093.0,141482299.0,601851.0,28000000.0,132.0,8.2,1.952127695982806,240247433.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Die Hard 2,117540947.0,240247433.0,21744661.0,70000000.0,124.0,7.2,4.876212379446532,366236538.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Die Hard with a Vengeance,100012499.0,366236538.0,22162245.0,90000000.0,128.0,7.6,12.107024784903182,388156011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mad Max,8750000.0,8771757.0,0.0,300000.0,88.0,6.9,2.1656844425279096,23667907.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mad Max 2: The Road Warrior,23667907.0,23667907.0,2527864.0,3000000.0,96.0,7.6,3.13764143000883,36230219.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rocky,117235147.0,117248937.0,18296255.889082506,960000.0,120.0,8.1,2.529826074457381,85187855.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Rocky II,85182160.0,85187855.0,6390537.0,7000000.0,119.0,7.3,2.951463753533611,125052686.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Rocky III,125049125.0,125052686.0,12431486.0,17000000.0,99.0,6.8,3.5017830619383012,300474985.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
First Blood,47212904.0,125212904.0,6642005.0,15000000.0,93.0,7.7,2.5818463075901628,300400432.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Terminator 2: Judgment Day,205881154.0,520884847.0,31765506.0,102000000.0,137.0,8.5,11.99750850462364,433371112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Terminator 3: Rise of the Machines,150371112.0,433371112.0,44041440.0,200000000.0,109.0,6.3,5.886500065025292,371353001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RoboCop,53424681.0,53424681.0,8008721.0,13000000.0,102.0,7.5,2.932298404484692,45681173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RoboCop 2,45681173.0,45681173.0,14145411.0,25000000.0,117.0,5.8,3.3731014326098414,10696210.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
X-Men,157299718.0,296339528.0,54471475.0,75000000.0,104.0,7.4,2.7981409611422547,407711549.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
xXx,142109382.0,277448382.0,44506103.0,70000000.0,124.0,5.9,2.7214795649465766,71022693.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Chronicles of Riddick,57761012.0,115900534.0,24289165.0,105000000.0,119.0,6.7,0.010951628027954031,217611052.39749402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Transporter 2,43095856.0,89083229.0,16540720.0,32000000.0,87.0,6.3,3.2334681752534276,108979549.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Crank,27838408.0,42931041.0,10457367.0,12000000.0,88.0,6.9,2.625652819701979,34572541.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alien,81765459.0,108110396.0,3527881.0,11000000.0,117.0,8.4,7.072013799051315,131387762.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Predator,59735548.0,98399956.0,12031638.0,15000000.0,107.0,7.8,3.4442870147915428,57120318.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Predator 2,30669413.0,57120318.0,8784943.0,35000000.0,108.0,6.3,19.6307932401076,127233108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Saw,56000369.0,103911669.0,18276468.0,1200000.0,103.0,7.6,0.9965981505438167,147748505.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Saw II,87039965.0,147748505.0,31725652.0,4000000.0,93.0,6.6,0.9965981505438167,164874275.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Saw V,56746769.0,113864059.0,30053954.0,10800000.0,92.0,5.8,0.9965981505438167,68234154.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Species,60074103.0,113374103.0,17161943.0,35000000.0,108.0,5.8,2.759810263044416,19221939.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Species II,19221939.0,19221939.0,7274008.0,22261262.576212194,93.0,4.5,6.84202961046428,217611052.4207115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Species III,95747843.58926389,217611052.4207115,26418055.19334348,50165288.69365618,111.0,4.2,2.636604447729933,49833821.45406005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Scream,103046663.0,173046663.0,6354586.0,14000000.0,111.0,7.2,0.9774328014948972,172363804.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Scream 2,101363301.0,172363804.0,32926342.0,24000000.0,120.0,6.2,2.14651909347899,161834276.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Scream 3,89143175.0,161834276.0,34713342.0,40000000.0,116.0,5.6,11.192563844569019,97231420.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Final Destination,53331147.0,112880294.0,10015822.0,23000000.0,98.0,6.7,2.874802357337933,90941129.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Final Destination 2,46961214.0,90941129.0,16200000.0,26000000.0,90.0,6.2,3.0281251497292896,118890272.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Final Destination 3,54098051.0,118890272.0,20125000.0,25000000.0,93.0,5.8,3.5455895740501173,186167139.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Underworld,51970690.0,95708457.0,21753759.0,22000000.0,121.0,7.0,2.3381725839681855,111476513.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Underworld: Evolution,62318875.0,111476513.0,26857181.0,50000000.0,106.0,6.7,3.00895980068037,92158961.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Underworld: Rise of the Lycans,45802315.0,92158961.0,20828511.0,35000000.0,92.0,6.6,2.9897944516314503,160112671.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Darkman,33878502.0,48878502.0,8054860.0,16000000.0,96.0,6.4,4.878950286453521,66802104.9210145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Darkman II: The Return of Durant,46183640.641615525,66802104.9210145,7811345.177376665,8500000.0,93.0,5.1,1.111590244837334,217611052.41337618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Transformers,319246193.0,709709780.0,70502384.0,150000000.0,144.0,7.0,1.9767688590457024,836303693.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Transformers: Revenge of the Fallen,402111870.0,836303693.0,108966307.0,200000000.0,149.0,6.0,2.0123616501365533,1123794079.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
American Pie,102561004.0,235483004.0,18709680.0,11000000.0,95.0,7.0,2.0890230463322315,287553595.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
American Pie 2,145103595.0,287553595.0,45117985.0,30000000.0,108.0,6.4,1.974030952038714,232722935.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
American Wedding,104565114.0,232722935.0,33369440.0,55000000.0,96.0,6.3,2.4038823521359096,61386695.30366294,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
American Pie Presents: Band Camp,44404544.59221789,61386695.30366294,7142690.210339401,7000000.0,94.0,5.1,0.9801707085018857,217611052.41644463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
American Pie Presents: The Naked Mile,95747843.58784363,217611052.41644463,26418055.19284411,50165288.69265258,97.0,5.1,1.0185014065997249,217611052.41277474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
American Pie Presents: Beta House,95747843.58662137,217611052.41277474,26418055.192414794,50165288.69179061,85.0,5.3,1.990458394080645,64996968.381855935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Fantastic Four,154696080.0,333535934.0,56061504.0,100000000.0,106.0,5.7,1.935700253940875,301913131.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hulk,132177234.0,245285165.0,62128420.0,137000000.0,138.0,5.6,4.9829907527190835,264770996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Superman,134451603.0,300451667.0,7465343.0,55000000.0,143.0,7.3,2.5106607254084614,108185706.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Superman II,108185706.0,108185706.0,14100523.0,54000000.0,127.0,6.8,1.9931963010876335,59950623.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Superman III,59950623.0,59950623.0,13352357.0,39000000.0,125.0,5.0,4.101384696468784,15681020.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cruel Intentions,38773785.0,76347426.0,13020565.0,10500000.0,97.0,6.8,2.0233132781645073,217611052.41336754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Cruel Intentions 2,95747843.58681774,217611052.41336754,26418055.19248441,50165288.691931635,87.0,4.4,3.2006132911695655,217611052.4127617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Wild Things,30147739.0,30147739.0,9622444.0,20000000.0,108.0,6.5,5.930306577137108,46223548.37487176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Wild Things 2,39423075.65382709,46223548.37487176,5270456.302617572,2800000.0,95.0,4.6,0.9911223365298397,217611052.41336972,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Wild Things: Diamonds in the Rough,95747843.58681858,217611052.41336972,26418055.19248463,50165288.69193193,87.0,4.5,5.2786847094738425,72217514.53835717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Urban Legend,38072438.0,72527595.0,10515444.0,14000000.0,99.0,5.6,1.9931963010876335,38574362.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Urban Legends: Final Cut,21468807.0,38574362.0,8505513.0,14000000.0,97.0,4.3,4.821454239306762,48750739.52945994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Batman,251348343.0,411556825.0,40489746.0,35000000.0,126.0,7.5,2.9897944516314503,266903053.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Batman Returns,162902340.0,266903053.0,45687711.0,80000000.0,126.0,7.0,2.9897944516314503,336567531.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Batman Forever,184069126.0,336567531.0,52784433.0,100000000.0,121.0,5.4,2.0123616501365533,238235915.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Batman & Robin,107353792.0,238235915.0,42872605.0,125000000.0,125.0,3.8,7.986474739385477,373661301.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Dark Knight,535234033.0,1005456758.0,158411483.0,185000000.0,152.0,9.0,4.005557951224187,1081141368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hellboy,59623958.0,99378985.0,23172440.0,66000000.0,122.0,6.8,4.27387283790906,168319243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Blade,70087718.0,131183530.0,17073856.0,45000000.0,120.0,7.1,3.5839202721479566,155010032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Crow,50693129.0,50693129.0,11774332.0,23000000.0,102.0,7.6,2.299841885870346,17917287.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Crow: City of Angels,17917287.0,17917287.0,9785111.0,13000000.0,84.0,4.7,3.7892632976720946,72217514.53947213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Crow: Salvation,47962736.69142455,72217514.53947213,8480000.144507483,10000000.0,102.0,4.9,5.251305639403958,217611052.41701114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Men in Black,250690539.0,589390539.0,51068455.0,90000000.0,98.0,7.3,5.002156101768003,445135288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Men in Black II,193735288.0,445135288.0,52148751.0,140000000.0,88.0,6.2,9.894795923256467,624026776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Resident Evil,40119709.0,102984862.0,17707106.0,33000000.0,100.0,6.7,2.4914953763595418,129342769.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Resident Evil: Apocalypse,51201453.0,129342769.0,23036273.0,45000000.0,94.0,6.2,3.0281251497292896,147717833.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Resident Evil: Extinction,50648679.0,147717833.0,23678580.0,45000000.0,94.0,6.3,2.9706291025825307,300228084.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Resident Evil: Afterlife,60128566.0,300228084.0,26650264.0,60000000.0,96.0,5.8,2.0123616501365533,240159255.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dusk Till Dawn 2: Texas Blood Money,21891040.5451088,21891040.5451088,1597788.6727022948,5000000.0,88.0,4.1,0.8432753581524604,21892224.602910724,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Spy Kids,112719001.0,147934180.0,26546881.0,35000000.0,88.0,5.5,1.3552639684593113,119723358.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spy Kids 2: Island of Lost Dreams,85846429.0,119723358.0,16711716.0,38000000.0,100.0,5.2,0.9637432664599547,197101678.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spy Kids 3-D: Game Over,111761982.0,197101678.0,32500000.0,38000000.0,84.0,4.3,8.068611949595132,85564310.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Garfield,75369589.0,203172417.0,21727611.0,50000000.0,80.0,5.0,2.0123616501365533,143325970.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Iron Man,319034126.0,585796247.0,98618668.0,140000000.0,126.0,7.9,2.0123616501365533,623933331.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Iron Man 2,312433331.0,623933331.0,128122480.0,200000000.0,124.0,7.0,2.9897944516314503,1214811252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shrek,267665011.0,506429095.0,42347760.0,60000000.0,90.0,7.8,3.0034839866663927,928760770.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Tinker Bell,19653055.17134585,19653055.17134585,8683489.387261897,50000000.0,77.0,6.8,0.9965981505438167,21914139.896002173,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Tinker Bell and the Lost Treasure,21914139.896002173,21914139.896002173,5829009.096268773,30000000.0,104.04919257882517,6.7,0.9007714052992191,22128811.838120565,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
If These Walls Could Talk,95747843.58785984,217611052.41648623,26418055.1928484,50165288.692658395,97.0,7.0,3.392266781658761,217611052.41618222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Jurassic Park,404214720.0,1033917066.0,47026828.0,63000000.0,127.0,8.1,3.948061904077428,618638999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jurassic Park III,181171875.0,368780809.0,50771645.0,93000000.0,92.0,5.9,13.900353874480654,1670401444.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Indiana Jones and the Temple of Doom,179870271.0,333107271.0,25337110.0,28000000.0,118.0,7.6,5.002156101768003,474310887.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Indiana Jones and the Last Crusade,197171806.0,474310887.0,29355021.0,48000000.0,127.0,8.2,18.995598814486264,790653942.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Star Wars: Episode I - The Phantom Menace,474544677.0,1027082707.0,64820970.0,115000000.0,136.0,6.5,2.9925323586384387,653779970.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Wars: Episode II - Attack of the Clones,310676740.0,653779970.0,80027814.0,115000000.0,142.0,6.5,3.00895980068037,868390560.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Wars: Episode III - Revenge of the Sith,380270577.0,868390560.0,108435841.0,113000000.0,140.0,7.5,27.984147518429538,775768912.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Star Wars: Episode IV - A New Hope,460998507.0,775768912.0,1554475.0,11000000.0,121.0,8.6,3.0719316618411057,550913836.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Wars: Episode V - The Empire Strikes Back,292674960.0,550913836.0,4910483.0,18000000.0,124.0,8.7,2.9268225904707146,475369689.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Austin Powers: The Spy Who Shagged Me,206040086.0,312016928.0,17981900.0,33000000.0,95.0,6.6,2.1081883953811507,67683989.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Austin Powers: International Man of Mystery,53883989.0,67683989.0,9548111.0,16500000.0,94.0,7.0,5.232140290355038,296938801.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Twilight,193962473.0,408430415.0,69637740.0,37000000.0,122.0,5.2,0.9965981505438167,711025481.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
The Twilight Saga: New Moon,297816253.0,711025481.0,142839137.0,50000000.0,130.0,4.7,0.6078153555514487,698491347.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Twilight Saga: Eclipse,300531751.0,698491347.0,64832191.0,68000000.0,124.0,5.0,1.385380945536185,712205856.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Twilight Saga: Breaking Dawn - Part 1,281287133.0,712205856.0,138122261.0,110000000.0,117.0,4.9,0.9965981505438167,829747488.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kill Bill: Vol. 1,70099045.0,180899045.0,22200000.0,30000000.0,111.0,8.1,0.517464424320828,154116796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ghostbusters,243187079.0,296425473.0,13578151.0,30000000.0,105.0,7.8,5.021321450816923,215394738.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Santa Clause,144833357.0,189833357.0,19321992.0,22000000.0,97.0,6.5,7.972785204350534,172855065.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Santa Clause 2,139236327.0,172855065.0,29008696.0,65000000.0,104.0,5.6,4.005557951224187,110768122.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Dr. Dolittle 2,112952899.0,176104344.0,25037039.0,70000000.0,87.0,4.7,4.840619588355682,217611052.41554967,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Dr. Dolittle 3,95747843.587544,217611052.41554967,26418055.192739837,50165288.69244535,94.18168613413408,4.0,1.8590388577451966,57776422.22469905,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Dr. Dolittle: Tail to the Chief,43218480.559013814,57776422.22469905,6696920.232252914,6000000.0,88.09194893489021,4.0,1.2074169900819318,57776422.22458604,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Beverly Hills Cop,234760478.0,316360478.0,15214805.0,14000000.0,105.0,7.3,2.453164678261703,299965036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Beverly Hills Cop II,153665036.0,299965036.0,26348555.0,28000000.0,100.0,6.5,7.014517751904557,119208989.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48 Hrs.,78868508.0,78868508.0,4369868.0,12000000.0,96.0,6.9,7.499127292141522,153518974.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Father of the Bride,89325780.0,89325780.0,7031146.0,17362236.944755923,105.0,6.5,3.9672272531263477,76594107.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Speed,121248145.0,350448145.0,14456194.0,30000000.0,116.0,7.2,3.00895980068037,164508066.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scary Movie,157019771.0,278019771.0,42346669.0,19000000.0,88.0,6.2,0.9911223365298397,141220678.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Scary Movie 2,71308997.0,141220678.0,20503356.0,45000000.0,83.0,5.3,2.3053176998843234,220673217.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Scary Movie 3,110003217.0,220673217.0,49700000.0,48000000.0,84.0,5.5,2.4723300273106226,178262620.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Scary Movie 4,90710620.0,178262620.0,40222875.0,45000000.0,83.0,5.1,6.995352402855637,78378744.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Ring,129128133.0,249348933.0,15015393.0,48000000.0,115.0,7.1,2.4148339801638636,163995949.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Texas Chainsaw Massacre: The Next Generation,185898.0,185898.0,28235.0,600000.0,87.0,3.3,7.989212646392465,107363905.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Texas Chainsaw Massacre,80571655.0,107363905.0,29100000.0,9500000.0,98.0,6.2,2.9706291025825307,51764406.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Meet the Parents,166244045.0,330444045.0,28623300.0,55000000.0,108.0,7.0,4.2109009767483245,522657936.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Shanghai Noon,56937502.0,99274467.0,15607034.0,55000000.0,110.0,6.6,2.702314215897657,88323487.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Anaconda,65885767.0,136885767.0,16620887.0,45000000.0,89.0,4.8,7.378659383834028,70992898.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Anacondas: The Hunt for the Blood Orchid,32238923.0,70992898.0,12812287.0,20000000.0,97.0,4.7,3.9124691129865776,217611052.41455722,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Anaconda 3: Offspring,95747843.58721206,217611052.41455722,26418055.19262405,50165288.692214265,91.0,2.8,0.5941258205165062,217611052.41394925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Behind Enemy Lines,58856790.0,91753202.0,18736133.0,40000000.0,106.0,6.4,4.878950286453521,217611052.41612548,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Behind Enemy Lines II: Axis of Evil,95747843.58773658,217611052.41612548,26418055.192806967,50165288.69257889,96.0,4.5,2.223180489674668,217611052.41678342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Marine,18844784.0,22165608.0,7138774.0,20000000.0,92.0,4.7,3.2115649191975195,217611052.4170919,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Walking Tall,46437717.0,57223890.0,15501114.0,46000000.0,86.0,6.3,2.885753985365887,217611052.41367808,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Walking Tall: The Payback,95747843.58692142,217611052.41367808,26418055.192520667,50165288.692004114,88.0,4.6,0.5941258205165062,217611052.4169377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Walking Tall: Lone Justice,95747843.58800755,217611052.4169377,26418055.19290189,50165288.692769095,98.63933869160739,4.9,31.992443376660713,217611052.42014298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Walking Tall Part II,95747843.58907698,217611052.42014298,26418055.193276368,50165288.69351854,109.0,6.2,1.924748625912921,217611052.4210549,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vacancy,19363565.0,35442935.0,7603376.0,19000000.0,85.0,6.2,1.7549983914796334,46945602.98954111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hostel,47326473.0,81979826.0,19556099.0,4800000.0,94.0,5.9,1.418235829620047,35728183.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hostel: Part II,17609452.0,35728183.0,8203391.0,10200000.0,94.0,5.5,4.553139352621888,57776422.2246819,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Charlie's Angels,125305545.0,264105545.0,40128550.0,93000000.0,98.0,5.5,2.6448181687508985,259175788.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bad Boys,65807024.0,141407024.0,15523358.0,19000000.0,119.0,6.9,8.279430789133247,273339556.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bad Boys II,138608444.0,273339556.0,46522560.0,130000000.0,147.0,6.6,16.501365531119735,426505244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Big Momma's House,117559438.0,173959438.0,25661041.0,30000000.0,99.0,5.2,5.653777969431268,141522961.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Big Momma's House 2,70165972.0,141522961.0,27736056.0,40000000.0,99.0,4.7,5.059652148914762,82686066.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Open Season,85105259.0,200811689.0,23624548.0,85000000.0,86.0,6.1,1.9877204870736565,23567610.376915284,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Open Season 2,23567610.376915284,23567610.376915284,4063597.5486614546,17275663.48141705,76.0,5.6,2.335434676961197,23115097.182260737,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Grudge,110359362.0,187281115.0,39128715.0,10000000.0,91.0,5.9,1.974030952038714,70711175.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
The Grudge 2,39143839.0,70711175.0,20825300.0,20000000.0,102.0,5.1,2.636604447729933,22571153.77676287,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Van Wilder 2: The Rise of Taj,4300645.0,6086508.0,2313372.0,19749183.157966174,97.0,4.9,2.617439098681013,21771891.405160386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Butterfly Effect,57938693.0,96822421.0,17100000.0,13000000.0,113.0,7.6,2.5462535164993123,20861849.5158321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The Butterfly Effect 2,20861849.5158321,20861849.5158321,3225421.6246609893,16042191.9740368,92.0,4.5,2.9733670095895195,22209429.228220146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
